"","number","time","position","race_id","athlete_id","world_athletics_id","birth","nationality","sex","active_seasons","temperature","humidity","conditions","competition","stadium_id","round","event","name","final_position","color","Reference Bit","Critical Speed (m/s)","Work Capacity (m)","R2","velocity","w_r","rel_w_r"
"165",15,15.1,11,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,6.62251655629139,-28.9836952427435,-0.20179495590971
"166",1,14.2,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.04225352112676,189.978371425349,0.923776298881125
"167",2,13.7,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.2992700729927,171.333490815581,0.833114932150021
"168",3,13.6,5,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.35294117647059,152.094777217564,0.739566032296472
"169",4,14,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.14285714285714,135.231395572546,0.657567264932705
"170",5,13.9,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,117.774180939279,0.572680964446493
"171",6,14.1,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.09219858156028,101.504632282511,0.493569730205173
"172",7,14.4,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,6.94444444444444,87.0165825904925,0.423121095331189
"173",8,14.2,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.04225352112676,71.3408669219746,0.346897394212314
"174",9,14.2,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.04225352112676,55.6651512534566,0.270673693093439
"175",10,13.9,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,38.207936620189,0.185787392607227
"176",11,13.9,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,20.7507219869213,0.100901092121014
"177",12,13.9,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,3.29350735365374,0.0160147916348022
"178",13,13.5,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.40740740740741,-16.5390392326134,-0.0804216413411928
"179",14,13.3,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.5187969924812,-37.5592517953802,-0.182633140562079
"180",15,13,3,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.69230769230769,-60.3609633228967,-0.293507239150303
